Autor,Citas,Fecha,Link,Titulo
S Farré ,132,2017,http://metabase.uaem.mx/bitstream/handle/123456789/2388/0.-Gestio%CC%81n%20de%20conflictos.%20Un%20enfoque%20socioafectivo.pdf?sequence=1,Gestión de conflictos: taller de mediación. Un enfoque socioafectivo
POR LA,6,2005,https://caritascolombiana.org/wp-content/uploads/2016/08/Taller4-Artesanos-de-la-paz.pdf,Paz
"LE ,Paz ,Enrique,",11,2020,,"Concepción, etapas y modelo del ciclo de vida de la información audiovisual."
",E Abalde ,Paz,",27,2001,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/15676/007200230132.pdf?sequence=1,Un modelo explicativo de las influencias de las orientaciones de meta sobre la autoregulación del aprendizaje
"MPM Gómez,",28,2013,https://www.researchgate.net/profile/Pilar-Gomez-4/publication/274698464_Mediacion_con_personas_con_discapacidadigualdad_de_oportunidades_y_accesibilidad_de_la_justicia_Mediation_with_special_needs_people_equal_opportunities_and_access_to_justice/links/55256d0a0cf24b822b403d68/Mediacion-con-personas-con-discapacidadigualdad-de-oportunidades-y-accesibilidad-de-la-justicia-Mediation-with-special-needs-people-equal-opportunities-and-access-to-justice.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D,Mediación con personas con discapacidad: igualdad de oportunidades y accesibilidad de la justicia
"I Teva,M ,Paz ,Bermúdez,J Hernández",68,2005,https://www.scielo.org.mx/scielo.php?pid=S0185-33252005000500040&script=sci_arttext,"Evaluación de la depresión, ansiedad e ira en pacientes con VIH/SIDA"
RMG Pestana,15,2017,https://dialnet.unirioja.es/descarga/articulo/6778199.pdf,El plebiscito sobre los acuerdos de la paz en Colombia: la legitima búsqueda de la paz en un contexto político antagónico
"MH Restrepo Espinosa,O Campos",11,2010,http://www.scielo.org.co/scielo.php?pid=S1794-99982010000100010&script=sci_arttext,"… en un proceso de mediación de conflictos con una pareja de separados, basado en la teoría de la acción comunicativa de Habermas y el modelo relacional …"
"MC De Navarro,L García Leal",5,2007,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1315-62682007000100007,La mediación: Modelo bioético-hermenéutico para la resolución de los conflictos en las organizaciones humanas
E Castellanos,52,2014,http://www.dissoc.org/es/ediciones/v08n02/DS8(2)Castellanos.pdf,Discurso e ideología de Álvaro Uribe Vélez sobre las guerrillas colombianas y su impacto en los procesos de paz en Colombia.
"MTC Sierra,LEG Sánchez,BA Martínez",1,2010,,El papel de la resiliencia en los diferentes modelos de mediación familiar
"VA ,Paz,C Márquez,A Adúriz",19,2008,https://www.redalyc.org/pdf/1341/134112597002.pdf,Análisis de una actividad científica escolar diseñada para enseñar qué hacen los científicos y la función de nutrición en el modelo de ser vivo
"S Ramírez,Luis Alberto Restrepo M. ",49,1988,https://revistas.unal.edu.co/index.php/anpol/article/download/75484/68124/401804,Actores en conflicto por la paz: el proceso de paz durante el gobierno de Belisario Betancur (1982-1986)
"IIS Mastache,",31,2014,https://dialnet.unirioja.es/descarga/articulo/7898256.pdf,Educación para la paz y la convivencia escolar en el Estado de México
",J Barros,I Armijo,C Moya,M de la ,Paz ,Maino",15,2016,https://www.sciencedirect.com/science/article/pii/S2171206916300023,Vivencia-expresión de la rabia y razones para vivir en un grupo de pacientes chilenos con riesgo suicida
"M Castañeda De La ,Paz,",18,2005,https://journals.openedition.org/jsa/2809,El Códice X o los anales del grupo de la Tira de la Peregrinación. Evolución pictográfica y problemas en su análisis interpretativo
"JCS ,Paz,SD Maldonado",14,2013,https://www.redalyc.org/pdf/219/21929788005.pdf,Delimitación y alcances de la voz comunidad en el marco de los estudios del discurso
"AC Maldonado,EC Maldonado",1,2017,https://investigacion.utmachala.edu.ec/proceedings/index.php/utmach/article/download/182/154,La mediación como un proyecto integrador de vinculación con la comunidad
"DAM Gaviria,",25,2016,https://dialnet.unirioja.es/descarga/articulo/5909328.pdf,La pedagogía de la paz en el contexto de las pedagogías críticas
A Núñez,46,2007,http://www.scielo.org.co/scielo.php?pid=S0120-48072007000100010&script=sci_arttext,El museo como espacio de mediación: el lenguaje de la exposición museal1
"L ,Paz,",6,2007,https://www.territoriosamigosdelaninez.com/sites/default/files/2022-09/Cartilla%20comunicaci%C3%B3n%20para%20la%20paz%20%281%29%20%281%29.pdf,La Paz
"JF Oliveros Ossa,C Correa Villa,Y Machado Foronda ",13,2021,https://repository.upb.edu.co/bitstream/handle/20.500.11912/9586/La%20imposibilidad%20de%20una%20paz%20perfecta.pdf?sequence=1,¿ La imposibilidad de una paz perfecta? Creencias sociales y emociones políticas frente a la paz en la ciudad de Quibdó
"CM ,Paz ,Fúnez ",17,2015,https://cybertesis.unmsm.edu.pe/bitstream/handle/20.500.12672/4412/Paz_fc.pdf?sequence=3,Propuesta de un modelo de control presupuestal en el gasto corriente; caso unidad ejecutora 003: ejército peruano
C Pose,4,2017,https://revistaeidon.es/public/journals/pdfs/2017/48_diciembre.pdf#page=71,La consultoría de ética clínica en la actualidad: Revisión crítica de los modelos de mediación y propuesta de un modelo deliberativo
"S Sacavino,VM Candau",47,2014,https://dialnet.unirioja.es/descarga/articulo/7898252.pdf,"Derechos humanas, educación, interculturalidad: Construyendo prácticas pedagógicas para la paz"
"E Urteaga,",6,2021,https://djhr.revistas.deusto.es/article/download/2116/2577,Nueva gobernanza y proceso de paz en el País Vasco norte
"R Pulido,G Martín",76,2013,https://scielo.isciii.es/pdf/ap/v29n2/psico_evolutiva1.pdf,Orígenes de los Programas de Mediación Escolar: Distintos enfoques que influyen en esta práctica restaurativa
"FC Pereira,EG Hernanz ",8,2014,,Mediación y teoría
"FJ Bautista,",79,2016,https://revistaseug.ugr.es/index.php/revpaz/article/download/4903/4820/,"Paz intercultural. Europa, buscando su identidad"
AIC Bustamante,5,2019,https://nuevosparadigmas.ilae.edu.co/index.php/IlaeOjs/article/download/29/67,"Las leyes de justicia y paz, de reparación y restitución de tierras y sus efectos en la sociedad colombiana"
"EP Costa,",1,2018,https://recil.ensinolusofona.pt/jspui/bitstream/10437/8652/1/Modelo_Proyecto_Mediaci%C3%B3n_conflitos_conference_papper_2018.pdf,Propuesta de modelo de proyecto de mediación de conflictos
"AM Sandoval Poveda,V González Rojas",34,2020,https://www.scielo.sa.cr/scielo.php?pid=S2215-41322020000100065&script=sci_arttext,Retos y oportunidades: teatro como estrategia de mediación pedagógica para el desarrollo de habilidades sociales
C Rojas,17,2021,http://www.scielo.org.co/scielo.php?pid=S2011-03242021000100205&script=sci_arttext,Los estudios sobre el conflicto armado y la construcción de paz en Colombia desde una perspectiva territorial: abordajes y desafíos
DCP Daza,36,2018,https://revistas.unal.edu.co/index.php/maguare/article/download/77012/69538,La plebitusa: movilización política de las emociones posplebiscito por la paz en Colombia
AJ Hernández,7,2021,https://scholar.archive.org/work/ploeyzib2ba6rlwx3qbhm7z7si/access/wayback/https://ojs.uniquindio.edu.co/ojs/index.php/riuq/article/download/607/613,MEDIOS DE COMUNICACIÓN Y CULTURA DE PAZ PARA LA CONVIVENCIA DEMOCRÁTICA.
I Larraz,29,2017,http://www.scielo.org.co/scielo.php?pid=S0121-51672017000100257&script=sci_arttext,La construcción de legitimidad a través del capital simbólico. El caso del proceso de paz de Colombia
C Labrador,55,2000,https://publicaciones.unirioja.es/ojs/index.php/contextos/article/download/463/427,Educación para la paz y cultura de paz en documentos internacionales
"A Garrido Ortolá,",27,2020,https://docta.ucm.es/bitstreams/5a1e1eba-fdf5-49fc-a3fe-0f824e9281b9/download,El papel de las mujeres en los acuerdos de paz en Colombia: la agenda internacional
PA Díaz,48,2016,http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S0254-92472016000200008,"Ambigüedad de rol, satisfacción laboral y ciudadanía organizacional en el sector público: un estudio de mediación multinivel"
APG Arévalo,28,2012,http://www.uaim.edu.mx/webraximhai/Ej-23articulosPDF/04-La-paz-sistema-educ-El-Salvador.pdf,Educación para la paz en el sistema educativo de El Salvador
BG Pastor,21,2008,http://www.um.es/tonosdigital/znum15/secciones/tritonos-3-mediacion.htm,Introducción a la mediación intercultural en el ámbito educativo
"C Araya Seguei,M Farias Farias,",0,2023,https://www.scielo.cl/scielo.php?pid=S0716-58112023000200389&script=sci_arttext,La conflictividad del acuerdo por la paz y la nueva constitución en el territorio del discurso
R Gunn ,60,1987,https://www.academia.edu/download/76219050/Marxismo_y_mediacion.pdf,MARXISMO Y MEDIACIÓN
LO Callejas,41,2016,https://dialnet.unirioja.es/descarga/articulo/7921594.pdf,"Juegos cooperativos como proyecto de intervención para establecer una mejora de convivencia escolar, paz y armonía: descripción de una experiencia en una …"
IV Lugo,4,2022,https://www.scielo.org.mx/scielo.php?pid=S0028-37462022000300157&script=sci_arttext,"Relación entre percepción de enfermedad, tratamiento, adherencia y control del asma: un análisis de mediación"
MER Pérez,32,2003,https://www.redalyc.org/pdf/706/70600606.pdf,El desarrollo de la educación por la paz: un camino de obstáculos y oportunidades
KA Calderón,1,2022,https://camjol.info/index.php/ReLaPaC/article/download/12362/14294,Redes semánticas sobre la “paz” en un grupo de niñas y niños en edad escolar
"ÁA Tuirán Sarmiento,LF Trejos Rosero,",38,2017,http://www.scielo.org.co/scielo.php?pid=S0121-47052017000200077&script=sci_arttext,Debilidades institucionales en el nivel local. Desafíos de la gestión territorial de la paz
"LF Gómez Prada,MF Gutiérrez Ruíz ",1,2018,,"Después de la guerra, Macarena territorio de paz"
C Jiménez,28,2016,http://www.scielo.org.co/scielo.php?pid=S0124-79132016000200006&script=sci_arttext,Justicia territorial para la construcción de la paz
MD Pérez Jaraba ,6,2020,,Teorías de la mediación y derechos fundamentales
"SPC Zambrano,",79,2016,https://dialnet.unirioja.es/descarga/articulo/6132867.pdf,Derechos humanos en las políticas de paz y posconflicto en Colombia
"IR Vidal,LD Olmos,",25,2008,https://www.academia.edu/download/30881975/09_LA_MEDIACION_INTERCULTURAL_Y_LA_PUERTA_HACIA_OTRO_MUNDO_POSIBLE.pdf,La mediación intercultural y la puerta hacia otro mundo posible
A Barrera,2,2013,https://dialnet.unirioja.es/descarga/articulo/4684546.pdf,Estado y pobreza: La mediación de las organizaciones de la sociedad civil
"A Bullrich,E Carranza",23,2021,http://delasallesuperior.edu.ar/biblioteca/mediacion_palabra.pdf,¿ Qué lugar ocupa la palabra en la mediación pedagógica
"R Ardila,",47,2001,https://www.redalyc.org/pdf/805/80533104.pdf,¿ Qué es la psicología de la paz?
E Gomariz,8,1987,,El movimiento por la paz en España
"J Izaguirre,VM Vergara",5,2019,http://espirituemprendedortes.com/index.php/revista/article/download/PDF/191,"… del Programa de Vinculación con la Comunidad de la Universidad Internacional del Ecuador en el Sector Independencia II–Barrios de Paz en Guayaquil, 2017–2018 …"
"LB Torres,JG Vázquez,HA Velázquez",16,2004,https://www.medigraphic.com/cgi-bin/new/resumenI.cgi?IDARTICULO=16524,Un modelo de consejo marital basado en la solución de conflictos y el reforzamiento recíproco
"L Alviárez,HFM Kwan,A Carrillo",39,2009,https://dialnet.unirioja.es/descarga/articulo/6436534.pdf,De una didáctica tradicional a la mediación de los procesos de aprendizaje en los currículo de educación superior
"C Lasso Urbano,PA Cabello",6,2022,http://www.scielo.org.co/scielo.php?pid=S0124-74412022000100001&script=sci_arttext,"Dialéctica del conflicto armado en el departamento de Nariño, Colombia en tiempos de paz, lecciones para la construcción de una Paz Histórica"
"CD ,Paz,",17,2005,https://www.redalyc.org/pdf/5798/579866843004.pdf,"El nudo gordiano de las políticas indígenas de los grupos chaqueños. Misiones, misioneros y guerras en la génesis de una sociedad de jefatura, segunda …"
"I Barreto,H Borja,Y Serrano",163,2009,http://www.scielo.org.co/scielo.php?pid=S1657-92672009000300010&script=sci_arttext,"La legitimación como proceso en la violencia política, medios de comunicación y construcción de culturas de paz"
"L Guerra,C Frontaura,C Saieh,N Frías",4,2018,https://www.camsantiago.cl/wp-content/uploads/2021/01/CAP1.pdf,Hacia un modelo integral de política pública para la mediación: un análisis de las instituciones sectoriales
"D Isla,MD Lozano,L ,Paz,",1,2023,https://www.sciencedirect.com/science/article/pii/S1699885523000077,… el carcinoma de pulmón no célula pequeña: Consenso Nacional de la Sociedad Española de Anatomía Patológica y de la Sociedad Española de Oncología …
"JEU Cárdenas,",23,2017,https://argumentos.xoc.uam.mx/index.php/argumentos/article/download/79/78,"Jóvenes universitarios en Colombia: entre la desinformación, el pesimismo y los anhelos de paz"
ME Tosello,1,2010,https://sedici.unlp.edu.ar/bitstream/handle/10915/152762/Documento_completo.pdf?sequence=1,Instrumentos de Mediación en la Sociedad de la Información
"D Checa Hidalgo,",9,2011,https://digibug.ugr.es/bitstream/handle/10481/17585/19720713.pdf?sequence=1,Intervenciones Internacionales Noviolentas para la transformación de conflictos violentos. Historia y modelo de Brigadas Internacionales de Paz
"E Pizarro Leongómez,",11,2017,https://journals.openedition.org/cal/4512,Los desafíos actuales para consolidar la paz en Colombia
V Fisas,138,1998,https://escolapau.uab.cat/img/programas/cultura/una_cpaz.pdf,Una cultura de paz
J Ortiz ,1,2005,,La sociedad civil y la paz con el Ecuador
MI Sánchez Cardona,13,2020,https://sedici.unlp.edu.ar/bitstream/handle/10915/103583/.pdf-PDFA.pdf?sequence=1,La escuela sociocultural de la paz pedagógica
"MC Azconegui,AB Rodríguez ",1,2023,http://rdi.uncoma.edu.ar/bitstream/handle/uncomaid/17652/2022%20POLHIS.%20paz%20y%20pol%C3%ADtica.pdf?sequence=1,Paz y política. La comunidad católica neuquina frente al conflicto del Beagle y la guerra de Malvinas
"D Rodríguez Valerio,",78,2020,http://www.scielo.org.ar/scielo.php?pid=S1851-17402020000100107&script=sci_arttext,Más allá de la mensajería instantánea: WhatsApp como una herramienta de mediación y apoyo en la enseñanza de la Bibliotecología
"JB Martínez,AG Martínez",18,2001,https://revistas.um.es/analespedagogia/article/download/285101/206731,Educación para la paz y cultura de la paz
"A Daniels Puello,",37,2015,https://repositorio.unicartagena.edu.co/bitstream/handle/11227/7775/10.%20DANIELS%20PUELLO.pdf?sequence=1,La paz territorial en los Montes de María: retos y desafíos para su construcción
R Pontes,135,2003,https://www.ts.ucr.ac.cr/binarios/pela/pl-000306.pdf,Mediación: categoría fundamental para el trabajo del asistente social
"FJ Del Pozo Serrano,",11,2018,,Educación para la paz
"A Alba,",21,2016,https://expeditiorepositorio.utadeo.edu.co/bitstream/handle/20.500.12010/6768/pdf-_exp_internacionales_de_paz_pdf-_web-_pag.16.pdf?sequence=1&isAllowed=y,Experiencias internacionales de paz: lecciones aprendidas para Colombia
