Autor,Descargas,Fecha,Link,Resumen,Titulo
"Ruiz-Moreno, Lidia,Pittamiglio, Silvia Elsa Lizarralde,Furusato, Meiry Akiko",11165,"2008, ",http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832008000400017&lang=es,"Las nuevas tecnologías de mediación electrónica desafían a los actores del proceso educativo y requieren la definición del modelo pedagógico adoptado. El objetivo de este trabajo es analizar la lista de discusión como estrategia de la enseñanza-aprendizaje en una propuesta educativa semi-presencial. La lista de discusión se creó en la disciplina Prácticas Educativas del curso de especialización en Educación en Salud. Los núcleos que orientan el análisis de los datos son: expectativas, posibilidades, dificultades y papel de la lista de discusión en el proceso de enseñanza-aprendizaje en la óptica de los discentes. Las dificultades se centraron en la disponibilidad de acceso a Internet, inexperiencia, administración del tiempo y ausencia de contacto personal. Respecto a las posibilidades, se destacan las facilidades espacio-temporales, la ampliación de los canales de comunicación asíncrona y la creación de una comunidad colaborativa de aprendizaje.",Lista de discussão como estratégia de ensino-aprendizagem na pós-graduação em Saúde
"Checa Hidalgo, Diego",26711,"2008, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352008000300006&lang=es,"Este artículo pretende investigar el trabajo de Brigadas Internacionales de Paz (Peace Brigades International - PBI), y las contribuciones que esta organización realiza en el campo de la gestión internacional noviolenta de conflictos en situaciones con altos niveles de violencia, mediante la protección de activistas de derechos humanos. Actualmente, muchos actores de la sociedad civil contribuyen a la transformación de conflictos y a la construcción de la paz, a través de intervenciones internacionales noviolentas. Con 27 años de existencia, cientos de activistas protegidos en 11 países y 12 proyectos desarrollados a lo largo de su historia, PBI es uno de los casos más exitosos. Gracias a la estructura que ha desarrollado desde su creación y a la metodología de trabajo que utiliza, PBI ha contribuido a la transformación noviolenta de conflictos, mediante la protección de activistas y organizaciones de derechos humanos que sienten la amenaza de la violencia, y posibilitando el empoderamiento de individuos y organizaciones locales. De esta forma fortalece la seguridad humana y extiende el movimiento de la noviolencia en aquellos lugares donde trabaja.",Noviolencia en zonas de conflicto: Brigadas Internacionales de Paz
"Fernandes, José Pedro Teixeira,Rodrigues, Alexandre Reis,Fernandes, Sandra Dias",1128,"2008, ",http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1645-91992008000300006&lang=es,,Debate: uma nova Guerra Fria? Comentário por
"DELGADO-SALAZAR, RICARDO,LARA-SALCEDO, LUZ MARINA",27882,"2008, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672008000300006&lang=es,"El presente artículo pretende ofrecer un marco de comprensión sobre los aspectos relevantes adelantados por tres instituciones educativas que han logrado construir una trayectoria innovadora y significativa en el ámbito de la justicia escolar. Teniendo como referente de análisis la propuesta teórica de la comunidad justa, la presente investigación buscó explorar, desde las experiencias de las mismas instituciones educativas, las premisas que sustentan sus acciones, las dimensiones que configuran la justicia escolar, las líneas de acción nucleadoras de los proyectos emprendidos, y, claro está, los retos y aprendizajes derivados de la práctica educativa. De esta manera, el estudio pretende enriquecer el campo de conocimiento y discusión sobre la convivencia escolar.",De la mediación del conflicto escolar a la construcción de comunidades justas
"Márquez-Fernández, Álvaro",2086,"2008, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1315-62682008000300001&lang=es,,El derecho a la paz por una sociedad sin violencia
"Serrano de Moreno, Stella",13502,"2008, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-49102008000300011&lang=es,"Uno de los objetivos de la educación universitaria ha de ser desarrollar el pensamiento crítico de los estudiantes para acceder al conocimiento. Este pensamiento se alcanza si se incrementa en ellos su capacidad de lectura crítica, comprensión y reflexión para problematizar las ideas y los hechos, descubrir intenciones e ideologías y adoptar puntos de vista, es decir, para construir conocimientos específicos propios de una comunidad científico disciplinar. Este trabajo consiste en el estudio y reflexión teórica sobre la lectura crítica en el contexto universitario. Se propone examinar, desde una perspectiva sociocultural, la significación que hoy adquiere la práctica de la lectura crítica y cómo debe ser orientado su desarrollo en los estudiantes de educación superior. Parte, para ello, de la conceptualización de la comprensión crítica y explica cuáles son las competencias para alcanzar su desenvolvimiento. Al final, se delinea una propuesta didáctica de las acciones y estrategias que han de promover los profesores para la mediación de experiencias que permitan a los estudiantes universitarios continuar su formación como lectores críticos.",El desarrollo de la comprensión crítica en los estudiantes universitarios: Hacia una propuesta didáctica
"Pérez Poveda, María Victoria,Carrero Gélvez, Samuel",4027,"2008, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082008000100011&lang=es,"El hallazgo de fosas comunes, fruto de las confesiones de víctimarios y el relato de víctimas en el marco de la Ley de Justicia y Paz -975 de 2005- permiten contar la historia de la violencia social en Colombia, desde la perspectiva que el imaginario colectivo del dolor ofrece, la necesidad de elaborar el duelo individual y colectivo de la sociedad colombiana, a través de los aportes hechos por el Grupo Investigativo de Justicia y Paz de la DIJIN, como soporte para la reflexión de la construcción de escenarios de reconciliación y perdón, sobre todo en comunidades afectadas por crímenes de lesa humanidad",Hallazgo de fosas comunes en Colombia. El tiempo de las víctimas: Tributo a la memoria del dolor y posibilidad de reconciliación nacional
"Álvarez, Stephanie,Rettberg, Angelika",35635,"2008, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-56122008000100002&lang=es,"Frecuentemente, la comunidad académica y profesional considera los costos (económicos, políticos y sociales) que enfrentan los diferentes actores combatientes y no combatientes en situaciones de conflicto armado interno para identificar la probabilidad de que ocurra una negociación de paz. Sin embargo, es poco lo que sabemos sobre la magnitud y las diferentes formas que adoptan estos costos. Este artículo recoge la producción oficial y académica acerca de los diferentes costos en los que han incurrido la sociedad y la economía colombianas en el transcurso de su prolongado conflicto armado interno. Identifica cómo han sido cuantificados estos costos por diferentes autores e instituciones y plantea algunas de las limitaciones de dichos estudios. Sugiere que conviene especificar sectores sociales afectados o actividades productivas comprometidas para afinar nuestra posibilidad de identificar, comprometer y movilizar a socios cruciales para la construcción de paz.",Cuantificando los efectos econsmicos del conflicto: una exploracisn de los costos y los estudios sobre los costos del conflicto armado colombiano
"Suárez Basto, Olga Elena",27891,"2008, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-99982008000100016&lang=es,"En el presente artículo se ofrece un marco de reflexión que tiene como propósito destacar la importancia, para el ámbito escolar, de la gestión del conflicto en forma positiva desde la pedagogía para la convivencia y la mediación transformadora. Es claro que el conflicto es inherente al ser humano, pero la convivencia también, y éste forma parte de la convivencia; por tanto, es fundamental e ineludible promover una comprensión del conflicto como fuente de aprendizaje, desarrollo y maduración personal, que en una sociedad democrática que se rige por el diálogo y la tolerancia, encuentra su espacio y ámbito de expresión. Formar, promover y fomentar las actitudes que hacen del conflicto una oportunidad de desarrollo, representa una visión contemporánea de la educación y significa una oportunidad de cambio para la sociedad","La mediación y la visión positiva del conflicto en el aula, marco para una pedagogía de la convivencia"
"Paz de Vargiu, Sara del Valle",6596,"2008, ",http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-81042008000100007&lang=es,"La reforma educativa y su concreción a través de la Ley Federal de Educación, extendió la enseñanza de la filosofía con respecto al sistema anterior. En efecto, en la antigua curricula la filosofía sólo estaba presente en los estudios del bachillerato, con algún espacio mayor en el bachillerato con orientación docente; no contaban con esos estudios, las escuelas de comercio ni las industriales. En los CBC formulados por la Nación para todo el sistema educativo argentino, se encuentra un amplio espacio dedicado al saber filosófico ya sea a través de la formación ética y ciudadana, presente ya desde la EGB y hasta la culminación de los estudios medios, como los de filosofía y problemática filosófica en el Polimodal, entre otros aportados por los EDI. Con este panorama era de esperar que la enseñanza de la filosofía mejorase en el nivel medio, sin embargo es dable pensar que la enseñanza filosófica adolece todavía de los mismos males que aquejan a la enseñanza secundaria en general: la falta de preparación para el ingreso a la universidad, para la inserción en el mundo del trabajo, y para la vida en relación. Actualmente se evidencia en general, y en Tucumán en particular, un creciente interés por la enseñanza de esta disciplina en la EGB a través de la filosofía con niños y la participación en talleres y jornadas con adolescentes. Una experiencia en nuestra provincia muestra esta tendencia con alentadores resultados. Nos proponemos en este trabajo, analizar los conceptos, estrategias y procedimientos de la filosofía para/con niños, que pueden resultar efectivos para la enseñanza y el aprendizaje de la filosofía en los espacios propios de la EGB 3 y el Polimodal de nuestro sistema educativo; para ello haremos referencia a aportes teóricos de especialistas, y al análisis de algunas experiencias al respecto.","Aportes de la filosofia para/con los niños a la enseñanza y el aprendizaje, en la EGB y el Polimodal"
"Márquez, Emilia,Anzola, Myriam",6541,"2008, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-49102008000100011&lang=es,"Este estudio presenta el análisis preliminar de una investigación orientada dentro de la metodología cualitativa, investigación acción-participativa, que tiene como propósito comprender la naturaleza de los significados construidos por estudiantes excluidos del sistema formal, con edades comprendidas entre 14 y 19 años, de marcada desventaja socio-cultural. El marco metodológico de la propuesta, pretende además desarrollar un corpus teórico-práctico para apoyar la actividad de mediación educativa en centros alternativos de enseñanza que atienden grupos de adolescentes y jóvenes vulnerables. Para ello, se analizan categorías ajustadas a habilidades cognitivas-lingüísticas, y se identifican descriptores propios del pensamiento formal en las elaboraciones producidas por el grupo de estudio estructuradas en registros escritos, interacciones verbales, producciones libres, textos expositivos, donde se evidencian actividad cognitiva y estrategias de pensamiento formal.",Representación del pensamiento en adolescentes excluidos: Poder para vencer la vulnerabilidad social
"Rodríguez Fernández, Gabriela",7560,"2008, ",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682008000100006&lang=es,"El concepto de comunidad, acuñado en el siglo XIX por Ferdinand Tónnies, sigue constituyendo el sustrato del pensamiento de la vida cotidiana, pero también de formulaciones teóricas y políticas. En particular, está detrás de la idea de mediación comunitaria, con la que nos proponemos nuevas utopías de autogestión de los conflictos. Sin embargo, el marco social en el que se creó el concepto ha cambiado profundamente, sobre todo a partir de los últimos 40 años al calor de la llamada ""globalization"". El artículo explora estos cambios, y sugiere hacia donde pueden abrirse las nuevas interpretaciones, mostrando además cómo estos afectarían a la mediación comunitaria.","¿Comunidad? Mediación comunitaria, habitar efímero y diversidad cultural"
"Manfredi, Denise A.,Barros de Oliveira, Vera",1226,"2007, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-47242007000200002&lang=es,"El conflicto interpersonal entre dos gerentes de una empresa mediana sirvió de base para este estudio de caso, cuyo objetivo fue investigar la influencia de la mediación en la fluidez de la comunicación y afectividad dentro de la empresa. El estudio se centró en 19 participantes de tres niveles: directores, el personal de apoyo de los directores y los coordinadores; y tiene como bases teoréticas avances en mediación como: Tradicional de Harvard, Transformativo, Narrativo-Circular y Facilitación basado en el modelo de sistemas dinámicos de la Teoría de Complejidad. Siguiendo la caracterización inicial de la compañía, las técnicas de pre-mediación, mediación y facilitación de grupo fueron utilizadas con análisis cuantitativo. Con el debido cuidado en cuanto a la racionalidad de los resultados, se desarrolló un cuestionario para medir los efectos de la mediación en la fluidez de comunicación y el nivel de afectividad en la compañía (CFC). Los resultados que arrojó el cuestionario corroboran los arrojados por el análisis de mediación, con un 51% de los empleados señalando cambios positivos en la comunicación y afectividad en la compañía. Los puntos principales resaltados por los participantes para ser reformulados por la mediación fueron: Autoritarismo, exceso de presión, falta de transparencia, co-responsabilidad, separación entre el área administrativa y el área técnica (AA-AT), centralización y escucha insuficiente. Los datos revelan un despertar sistemático en la toma de conciencia sobre los conflictos, asociado a una mayor responsabilidad colectiva en la búsqueda de soluciones a través de la gerencia integrada y dinámica de competencias individuales, ambas intra e inter grupos empresariales.",Afetividade e fluência na interação empresarial: Um estudo sobre mediação
"Núñez, Angélica",7947,"2007, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48072007000100010&lang=es,"La exposición museal es un medio que toma fuerza insospechada en la sociedad actual, debido en gran parte a su naturaleza comunicativa, a la particularidad de su lenguaje, flexibilidad temática y capacidad para llegar a diversos públicos. Estas características permiten a los museos postularse como espacios efectivos de mediación y de transmisión del conocimiento, donde es posible trascender las fronteras disciplinarias con el objetivo común de crear lazos de pertenencia entre los diversos sectores de la sociedad. En este artículo se exploran las características mencionadas y se propone que la exposición museal sea vista como un espacio de mediación y diálogo para el contexto colombiano.",El museo como espacio de mediación: el lenguaje de la exposición museal1
"Agudo Sanchíz, Alejandro",631,"2007, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-01732007000100051&lang=es,"Resumen: Entre 1995 y 2002, la zona chol de Chiapas fue escenario de una intensa violencia, atribuida a una campaña gubernamental destinada a evitar la expansión del zapatismo con la ayuda de la organización paramilitar Paz y Justicia. Los conflictos se debieron a la canalización de viejas rencillas y desigualdades entre el zapatismo y Paz y Justicia. Considerada cuartel general del grupo paramilitar, la localidad de El Limar se caracterizó por un clima de movilización política que culminó en una significativa victoria para los ""zapatistas"". Este aparente enigma se resuelve mediante el examen de la interacción entre historias locales de conflicto y fuerzas de mayor envergadura, como los movimientos sociales y las políticas gubernamentales.","Legados históricos en movimiento. Colonización agraria indígena y conflicto en Tila, zona norte de Chiapas"
"Njaine, Kathie",3011,"2006, ",http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832006000200008&lang=es,"Se trata de un estudio cualitativo que investiga los sentidos atribuidos por los adolescentes a la violencia en la media, especialmente en la televisión y las maneras como ese grupo interactúa con este medio. Se busca profundizar la comprensión sobre cómo el fenómeno de violencia mediado por la televisión es interpretado e incorporado o no por los adolescentes, y cómo esta mediación reconstruye nuevos sentidos en su cotidiano. Fue utilizada la técnica de grupos focales con alumnos del séptimo y octavo años de la educación primaria del municipio de São Gonçalo/RJ, en dos escuelas públicas y dos escuelas particulares. Se concluye que uno de los desafíos para el área de salud pública está en la ampliación de su actuación en la prevención de la violencia tomando en cuenta la importancia de la media en el discurso de la violencia. Se apunta como aspecto positivo de la media la colaboración con la educación y promoción de la salud de niños y adolescentes.",Sentidos da violência ou a violência sem sentido: o olhar dos adolescentes sobre a mídia
"Njaine, Kathie",9719,"2006, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832006000200008&lang=es,"Se trata de un estudio cualitativo que investiga los sentidos atribuidos por los adolescentes a la violencia en la media, especialmente en la televisión y las maneras como ese grupo interactúa con este medio. Se busca profundizar la comprensión sobre cómo el fenómeno de violencia mediado por la televisión es interpretado e incorporado o no por los adolescentes, y cómo esta mediación reconstruye nuevos sentidos en su cotidiano. Fue utilizada la técnica de grupos focales con alumnos del séptimo y octavo años de la educación primaria del municipio de São Gonçalo/RJ, en dos escuelas públicas y dos escuelas particulares. Se concluye que uno de los desafíos para el área de salud pública está en la ampliación de su actuación en la prevención de la violencia tomando en cuenta la importancia de la media en el discurso de la violencia. Se apunta como aspecto positivo de la media la colaboración con la educación y promoción de la salud de niños y adolescentes.",Sentidos da violência ou a violência sem sentido: o olhar dos adolescentes sobre a mídia
"Peters, Leila Lira",35082,"2006, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722006000300006&lang=es,"El objetivo de este estudio fue analizar la forma de organización de una actividad en pequeños grupos, a partir de las significaciones producidas / difundidas en el contexto de clases de Educación Física. Se utilizaron como herramientas metodológicas la videografía y el análisis micro genético, ambos pautados en los aportes de la perspectiva histórico-cultural. La actividad analizada se constituyó de la elaboración de un juego desarrollado por un grupo de alumnos. En la aprehensión del flujo de las interacciones, se evidenció un movimiento de disputa entre los miembros del grupo por el derecho de voz, en el intento de ocupar un lugar social de destaque delante de los demás, episodio en el que hubo poca mediación por parte de la profesora. Así, se constató que la actividad en pequeños grupos es un importante espacio de interacción entre los sujetos que de ella participaron y como locus de producción de significaciones, por la posibilidad de confrontes /oposiciones /alianzas de puntos de vista entre esos sujetos.",Atividades em pequenos grupos na Educação Física: jogos de significações
"Silva, Wagner Rodrigues",115831,"2006, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782006000300008&lang=es,"El artículo analiza el trabajo de mediación realizado por el encuestador durante una actividad de rescrita de una noticia por un alumno de un 6º año proyecto, caracterizado como fracasado por la visión fatalista de la comunidad escolar. Investiga , de ese modo, las posibles implicaciones de la asunción de la noción de género discursivo como instrumento semiótico de mediación para el proceso de aprendizaje y desenvolvimiento. La argumentación teórica para la investigación realizada es oriunda básicamente de dos áreas de conocimiento: psicología de la educación y estudios del lenguaje. Los resultados de la encuesta muestran las posibilidades de subversión de la exclusión escolar a través de la mediación en actividad de producción textual.",Subversão da exclusão escolar via mediação em atividade de produção textual
"Pérez, Yolanda,Tovar, Lionel",1207,"2006, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-00872006000200005&lang=es,"Cada vez es mayor el número de instituciones de educación para sordos que utilizan o, por lo menos, tratan de utilizar la lengua de señas local como vehículo para un número creciente de funciones del lenguaje en la escuela. Esto quiere decir que toda o gran parte de la interacción verbal que se dará en el salón de clases, se realizará a través de una lengua de señas. El propósito de este estudio es realizar una indagación preliminar sobre las interacciones observadas en un aula de una escuela venezolana para sordos donde el maestro, en este caso de Historia, es hablante e imparte los conocimientos en español a un grupo mixto de estudiantes sordos, hipoacúsicos y oyentes, con la mediación de una intérprete de Lengua de Señas Venezolana (LSV). La indagación se realiza desde una perspectiva discursiva. La metodología empleada se inscribe dentro de los estudios cualitativos. Los resultados evidencian, entre otros aspectos importantes que: (a) los intérpretes, aun cuando sientan que están realizando un buen trabajo, deben trabajar constantemente en el refinamiento de sus habilidades de interpretación, apropiarse de la LSV con sus estructuras propias y adoptar más actitudes de interculturalidad; (b) que en un aula donde hay sordos, se evidencia una vez más la estructura básica de las interacciones en las aulas de la civilización occidental y (c) que la dirección de la interacción estaría mejor definida si la intérprete se ciñera más a este rol, dejando su papel de maestra de apoyo sólo para lo muy necesario.",Análisis de la interacción verbal mediada por una intérprete de lengua de señas venezolana en un aula de clases bilingüebicultural para sordos
"Fernández, Osmaira",71571,"2006, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-49102006000200006&lang=es,"El presente artículo analiza la función social de la escuela y los efectos que la experiencia escolar tiene en la vida de los sujetos implicados en ella. Pretende fundamentar la posibilidad de incorporar la Educación para la paz dentro de la dinámica del sistema educativo como una opción que intenta definir su tarea socializadora en respuesta a los problemas que plantea actualmente la sociedad. Se presentan propuestas para convertir los centros de educación inicial en espacios de paz, partiendo de los principios planteados en el Manifiesto 2000 de la UNESCO por una cultura de paz.",Una aproximación a la cultura de paz en la escuela
"DE CASTRO KORGI, SYLVIA",3572,"2006, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000200006&lang=es,"En el cruce de caminos de los dos grandes e indisociables interrogantes freudianos: ¿qué es un padre? y ¿qué quiere una mujer? este trabajo da inicio a una reflexión sobre el lugar de las mujeres en la articulación que Freud establece entre el padre y el lazo social. De hecho, el padre freudiano, por mediación de la Ley de la cual él es su agente, tiene por función la regulación del goce que participa en el lazo social para hacer viable la comunidad humana. Ahora bien, el sostén de la comunidad humana es el lazo entre los hermanos, tal como Freud lo presenta en su texto fundador de la Ley. ¿Cómo precisar el lugar de las mujeres en este ordenamiento? La reflexión destaca aquello que excede a la Ley del Padre y que Freud pone a la cuenta de las mujeres, en principio bajo la forma de su oposición a la cultura.","EL PADRE, EL LAZO SOCIAL Y LAS MUJERES"
"Fonseca, Rochele Paz,Ferreira, Gabriela Damasceno,Liedtke, Francéia Veiga,Müller, Juliana de Lima,Sarmento, Thaís Ferrugem,Parente, Maria Alice de Mattos Pimenta",222677,"2006, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65642006000400013&lang=es,,"Alterações cognitivas, comunicativas e emocionais após lesão hemisférica direita: em busca de uma caracterização da Síndrome do Hemisfério Direito"
"Contreras, Françoise,Espinosa, Juan Carlos,Esguerra, Gustavo,Haikal, Andrea,Polanía, Alejandra,Rodríguez, Adriana",2336223,"2005, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-99982005000200007&lang=es,"Este estudio tuvo como propósito determinar si las variables psicológicas percepción de autoeficacia y ansiedad guardan relación con el rendimiento académico en un grupo de 120 estudiantes de secundaria de un colegio privado de Bogotá. Para ello, se aplicó la Escala de Autoeficacia Generalizada [EAG] y el Cuestionario de Ansiedad Estado - Rasgo [STAI]. Los resultados evidenciaron que la autoeficacia está asociada directamente con el rendimiento académico general, mientras que la ansiedad no. Al examinar por áreas de conocimiento, se encontró que tanto la autoeficacia como la ansiedad resultan ser significativas para la predicción del rendimiento académico. Se discute el papel contextual de la ansiedad así como de su posible mediación en la autoeficacia y el rendimiento académico.","Autoeficacia, ansiedad y rendimiento académico en adolescentes"
"Fernández de C, María E,Meza Chávez, Mildred. C,Magro Ramírez, Marcela",666,"2005, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1011-22512005000200008&lang=es,"Con este trabajo se aspira compartir con formadores de formadores, docentes y estudiosos del área, los resultados producidos por el análisis teórico de antecedentes y la confrontación empírica realizados por un grupo de docentes de la escuela básica e investigadores de la universidad venezolana involucradas en el Proyecto “La Universidad va a la Escuela” (LUVE). Se fundamenta en la Teoría de Acción de Argyris y Schön (1978,1989), en el concepto de acción- reflexión (Schön, 1992; 1998¸Van Manen, 1991) y en los saberes de los actores de las escuelas y de los investigadores universitarios. El Taller Permanente como estrategia de formación docente desde la escuela permitió la construcción, aplicación y evaluación de una Tecnología Social de Mediación (TSM). Se concluye que el Taller Permanente promueve la formación como un proceso de reflexión compartida sobre la práctica y orienta al docente a formarse como investigador de su acción.",Abordando la formación docente desde la escuela
"Ballesteros de Valderrama, Blanca Patricia",44617,"2005, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672005000200010&lang=es,"En este artículo se presentan puntos cruciales relacionados con el concepto de significado, con énfasis en algunas convergencias entre el análisis del comportamiento, otras perspectivas conductuales como las de Staats y Ribes-Iñesta y posturas distintas del conductismo, especialmente las de J. Bruner, y otras representativas del constructivismo y el construccionismo. DeGrandpre (2000) presentó algunas maneras en que el conductismo puede contribuir a la “ciencia del significado” y a la “psicología de la significación social”; se complementan y analizan sus sugerencias incluyendo otros autores representativos y sus aproximaciones al significado como concepto que ha sido controversial en las ciencias conductuales y sociales, dentro y fuera de la psicología. Los argumentos presentados en este artículo se relacionan con un estudio sobre los significados de paz en el cual participé como co-investigadora, con psicólogas de distintas perspectivas teóricas. Las convergencias se analizan acerca de conceptos como conducta simbólica, función psicológica, comunidad verbal, convención social, entre otros. Con base en el artículo de DeGrandpre, cuando el reforzamiento se formula como un concepto relacional, el significado ha de formularse de igual manera. Se concluye que existen más congruencias que diferencias entre los autores con diversas perspectivas, especialmente sobre el carácter relativo/contextual y dialéctico del significado.",El concepto de significado desde el análisis del comportamiento y otras perspectivas
"SACIPA RODRÍGUEZ, STELLA",3429,"2005, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672005000100012&lang=es,"La investigación se propuso comprender los significados de la paz, construidos por 120 hombres y mujeres, adultos y jóvenes distribuidos en 13 grupos poblacionales de diferentes estratos socioeconómicos, diferentes ocupaciones, y características culturales diversas, en la ciudad de Bogotá. Se trabajó con la metodología de análisis de narrativas y como instrumento se aplicó el grupo focal. En este artículo se discuten los significados relativos a la reconciliación, el liderazgo, la paz negativa y la paz estructural. Entre los resultados más relevantes están la ausencia de líderes en la política nacional con capacidad y vocación para conducir la paz, así como la carencia de expresiones dirigidas a la construcción de la reconciliación. De otra parte, se encontraron diferencias importantes entre los grupos poblacionales en la forma de concebir los liderazgos de base y en la disposición para hacer aportes a la paz cotidiana, en tanto que la significación de la paz política en sí misma varía y se va construyendo en el debate durante el grupo focal, observándose desplazamientos en la mirada a nuevas formas de comprensión.","LAS Y LOS CIUDADANOS DE BOGOTÁ SIGNIFICAN LA PAZ<a href=""#1"">1</a>"
"Salenson, Irene",1215,"2005, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-69612005000100002&lang=es,"¿Qué significa el término frontera con respecto a una ciudad? La ciudad de Jerusalén es un caso de estudio interesante debido a que en ella aparece la polisemia total de la palabra frontera en cada uno de los niveles geográficos. Desde inicios de la Intifada Al-Aqsa en 2000, ha cobrado una gran fuerza entre los palestinos la idea de una barrera física entre Israel y los territorios palestinos. En los límites externos de Jerusalén, esta barrera toma la forma de un muro de ocho metros. Por su parte el gobierno israelí no acepta que el único propósito de la barrera fuese prevenir la incursión de terroristas. Es evidente que el motivo era la política de separación étnica, bajo el argumento del fracaso de la convivencia entre israelíes y palestinos. ¿Cómo fue que la Ciudad Santa llegó hasta este punto tan pesimista, cuando la idea de una ciudad internacional fue propuesta en dos ocasiones durante la primera mitad del siglo XX y siendo que sus habitantes ya habían sufrido una separación entre 1948 y 1967, y se había iniciado un proceso de paz en 1994? ¿Se convertirá esta barrera en la nueva frontera entre Israel y Palestina, entre Jerusalén del Este y del Oeste?","Jerusalem and the border, evolutive aspects"
"Martín Viera, Luis,Medina Hernández, Lourdes María,Díaz Rodríguez, Pedro Alexis,Paz Paula, Carlos,González Chong, Oscar",243,"2004, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412004000300004&lang=es,"Para dar respuesta al problema que presentan los estudiantes de Ciencias Médicas con el nivel de abstracción necesario para la comprensión de los complejos procesos originados en el interior del cuerpo humano, entre de los que se encuentra la respiración, se realizó un análisis entre los profesores de los departamentos de Fisiología y Computación atendiendo el criterio de los estudiantes de años superiores, y se concluyó que era posible aplicar una solución computadorizada, unida a cierta estrategia pedagógica que puediera constituir una alternativa viable para resolver las dificultades existentes. Se explica cómo fue concebido y ejecutado el proyecto; lo que permite conocer diversos enfoques teóricos actuales sobre la utilización de la enseñanza asistida por computadoras, estrategia pedagógica seguida y características del sistema, entre otros aspectos de interés. Se realizó con éxito la validación del sistema con profesores de Fisiología y Computación y un grupo de estudiantes de Medicina.",Sistema tutorial para el estudio de la fisiología del aparato respiratorio del cuerpo humano
"Picón Medina, Gilberto",277,"2004, ",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S0798-97922004000200003&lang=es,"Se analiza, desde el punto de vista sugerido en el título, un proceso de mediación en el cual participaron investigadores y estudiantes de postgrado de tres universidades y los actores de nueve escuelas básicas oficiales de diferentes regiones del país. Con apoyo en una teoría sobre la acción humana y en los principios y reglas del Método Comparativo Continuo, se reconstruye y caracteriza la modalidad de investigación educacional crítica que emerge de dicho proceso. Se sostiene que este tipo de investigación resulta útil para desarrollar una escuela inteligente, promover la interacción Universidad-Escuela-Gerencia del Sistema Educativo, capaz de facilitar el entrecruzamiento del saber y el conocimiento que maneja cada una de estas entidades en sus respectivas funciones y generar una red supra-organizacional que permitiría a la escuela articular su acción a las políticas educativas del Estado y brindar así una más efectiva contribución al mejoramiento de la calidad de vida de los venezolanos, en la sociedad del conocimiento.",Investigación educacional capaz de apoyar la relación universidad-escuela requerida por la sociedad del conocimiento
